"Name","Match","EXTRACT","New","Revision","Ticker","Obsolete Date","Obsolete Month","Obsolete Year","Obsolete Type","US Category Group","Firm Name","Inception Date","Inception Month","Inception Year","Net Assets Date","Net Assets - Share Class USD","Share Class Type","Index Fund","Estimated Share Class Net Flow (Yearly) Year2015 USD","Estimated Share Class Net Flow (Yearly) Year2016 USD","Estimated Share Class Net Flow (Yearly) Year2017 USD","Estimated Share Class Net Flow (Yearly) Year2018 USD","Estimated Share Class Net Flow (Yearly) Year2019 USD","Annual Report Net Expense Ratio Year2015","Annual Report Net Expense Ratio Year2016","Annual Report Net Expense Ratio Year2017","Annual Report Net Expense Ratio Year2018","Annual Report Net Expense Ratio Year2019","Inception Date...4","Inception Date...8","Same_Year"
"AB 2035 Retirement Strategy C",TRUE," C","C","C",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2005-09-01,9,2005,2015-11-19,1181962,"C","No",NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA
"AB 2035 Retirement Strategy I",TRUE," I","I","Instl",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2005-09-01,9,2005,2015-11-19,203812,"Inst","No",NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA
"AB 2035 Retirement Strategy K",TRUE," K","K","K",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2005-09-01,9,2005,2015-11-19,1003853,"Retirement","No",NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA
"AB 2035 Retirement Strategy R",TRUE," R","R","R",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2005-09-01,9,2005,2015-11-19,1745443,"Retirement","No",NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA
"AB 2040 Retirement Strategy A",TRUE," A","A","A",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2005-09-01,9,2005,2015-11-19,4074305,"A","No",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"AB 2040 Retirement Strategy A LW",TRUE," A LW","A","A",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2005-09-01,9,2005,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"AB 2040 Retirement Strategy Advisor",TRUE," Advisor","Advisor","Advisor",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2005-09-01,9,2005,2015-11-19,235969,"Adv","No",NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA
"AB 2040 Retirement Strategy B",TRUE," B","B","B",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2005-09-01,9,2005,2015-11-19,311967,"B","No",NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA
"AB 2040 Retirement Strategy C",TRUE," C","C","C",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2005-09-01,9,2005,2015-11-19,1215593,"C","No",NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA
"AB 2040 Retirement Strategy I",TRUE," I","I","Instl",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2005-09-01,9,2005,2015-11-19,247941,"Inst","No",NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA
"AB 2040 Retirement Strategy K",TRUE," K","K","K",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2005-09-01,9,2005,2015-11-19,625619,"Retirement","No",NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA
"AB 2040 Retirement Strategy R",TRUE," R","R","R",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2005-09-01,9,2005,2015-11-19,2462769,"Retirement","No",NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA
"AB 2045 Retirement Strategy A",TRUE," A","A","A",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2005-09-01,9,2005,2015-11-19,2554760,"A","No",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"AB 2045 Retirement Strategy A LW",TRUE," A LW","A","A",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2005-09-01,9,2005,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"AB 2045 Retirement Strategy Advisor",TRUE," Advisor","Advisor","Advisor",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2005-09-01,9,2005,2015-11-19,285428,"Adv","No",NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA
"AB 2045 Retirement Strategy B",TRUE," B","B","B",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2005-09-01,9,2005,2015-11-19,145163,"B","No",NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA
"AB 2045 Retirement Strategy C",TRUE," C","C","C",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2005-09-01,9,2005,2015-11-19,1026492,"C","No",NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA
"AB 2045 Retirement Strategy I",TRUE," I","I","Instl",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2005-09-01,9,2005,2015-11-19,69584,"Inst","No",NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA
"AB 2045 Retirement Strategy K",TRUE," K","K","K",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2005-09-01,9,2005,2015-11-19,1186570,"Retirement","No",NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA
"AB 2045 Retirement Strategy R",TRUE," R","R","R",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2005-09-01,9,2005,2015-11-19,1522162,"Retirement","No",NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA
"AB 2050 Retirement Strategy A",TRUE," A","A","A",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2007-06-29,6,2007,2015-11-19,689565,"A","No",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"AB 2050 Retirement Strategy A LW",TRUE," A LW","A","A",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2007-06-29,6,2007,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"AB 2050 Retirement Strategy Advisor",TRUE," Advisor","Advisor","Advisor",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2007-06-29,6,2007,2015-11-19,72509,"Adv","No",NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA
"AB 2050 Retirement Strategy B",TRUE," B","B","B",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2007-06-29,6,2007,2015-11-19,21651,"B","No",NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA
"AB 2050 Retirement Strategy C",TRUE," C","C","C",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2007-06-29,6,2007,2015-11-19,284100,"C","No",NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA
"AB 2050 Retirement Strategy I",TRUE," I","I","Instl",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2007-06-29,6,2007,2015-11-19,47938,"Inst","No",NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA
"AB 2050 Retirement Strategy K",TRUE," K","K","K",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2007-06-29,6,2007,2015-11-19,208031,"Retirement","No",NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA
"AB 2050 Retirement Strategy R",TRUE," R","R","R",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2007-06-29,6,2007,2015-11-19,403600,"Retirement","No",NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA
"AB 2055 Retirement Strategy A",TRUE," A","A","A",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2007-06-29,6,2007,2015-11-19,286949,"A","No",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"AB 2055 Retirement Strategy A LW",TRUE," A LW","A","A",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2007-06-29,6,2007,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"AB 2055 Retirement Strategy Advisor",TRUE," Advisor","Advisor","Advisor",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2007-06-29,6,2007,2015-11-19,4548,"Adv","No",NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA
"AB 2055 Retirement Strategy B",TRUE," B","B","B",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2007-06-29,6,2007,2015-11-19,38182,"B","No",NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA
"AB 2055 Retirement Strategy C",TRUE," C","C","C",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2007-06-29,6,2007,2015-11-19,79196,"C","No",NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA
"AB 2055 Retirement Strategy I",TRUE," I","I","Instl",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2007-06-29,6,2007,2015-11-19,13470,"Inst","No",NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA
"AB 2055 Retirement Strategy K",TRUE," K","K","K",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2007-06-29,6,2007,2015-11-19,96958,"Retirement","No",NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA
"AB 2055 Retirement Strategy R",TRUE," R","R","R",NA,2015-11-20,11,2015,"Liquidated","Allocation","AllianceBernstein",2007-06-29,6,2007,2015-11-19,88004,"Retirement","No",NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA
"AB All Market Alternative Return A",TRUE," A","A","A",NA,2019-01-15,1,2019,"Liquidated","Alternative","AllianceBernstein",2015-03-09,3,2015,2019-01-15,4445,"A","No",9998.246,1632.568,-11.725,2.199,NA,1.55,1.53,1.18,1.23,NA,2015-03-09,2015-03-09,0
"AB All Market Alternative Return A LW",TRUE," A LW","A","A","AARAX.lw",2016-11-30,11,2016,"Liquidated","Alternative","AllianceBernstein",2015-03-09,3,2015,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.55,NA,NA,NA,NA,2015-03-09,2015-03-09,0
"AB All Market Alternative Return Adv",TRUE," Adv","Adv","Advisor",NA,2019-01-15,1,2019,"Liquidated","Alternative","AllianceBernstein",2015-03-09,3,2015,2019-01-15,76374096,"Adv","No",17974851.858,2978544.218,215040438.734,-56931691.727,NA,1.3,1.27,0.94,0.98,NA,2015-03-09,2015-03-09,0
"AB All Market Alternative Return C",TRUE," C","C","C",NA,2019-01-15,1,2019,"Liquidated","Alternative","AllianceBernstein",2015-03-09,3,2015,2019-01-15,4317,"C","No",9999.88,1544.877,3.814,-4.16,NA,2.3,2.28,1.93,1.98,NA,2015-03-09,2015-03-09,0
"AB All Market Growth 1",TRUE," 1","1","1",NA,2016-06-29,6,2016,"Liquidated","Allocation","AllianceBernstein",2011-12-16,12,2011,2016-06-29,8717,"Other","No",3.401,NA,NA,NA,NA,1.05,1.05,NA,NA,NA,NA,NA,NA
"AB All Market Growth 2",TRUE," 2","2","2",NA,2016-06-29,6,2016,"Liquidated","Allocation","AllianceBernstein",2011-12-16,12,2011,2016-06-29,8753,"B","No",4.434,NA,NA,NA,NA,0.8,0.8,NA,NA,NA,NA,NA,NA
"AB All Market Growth A",TRUE," A","A","A",NA,2016-06-29,6,2016,"Liquidated","Allocation","AllianceBernstein",2011-12-16,12,2011,2016-06-29,456344,"A","No",5748.313,NA,NA,NA,NA,1.07,1.05,NA,NA,NA,NA,NA,NA
"AB All Market Growth A Load Waived",TRUE," A Load Waived","A","A",NA,2016-06-29,6,2016,"Liquidated","Allocation","AllianceBernstein",2011-12-16,12,2011,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.07,1.05,NA,NA,NA,NA,NA,NA
"AB All Market Growth Advisor",TRUE," Advisor","Advisor","Advisor",NA,2016-06-29,6,2016,"Liquidated","Allocation","AllianceBernstein",2011-12-16,12,2011,2016-06-29,391712,"Adv","No",18990.277,NA,NA,NA,NA,0.8,0.8,NA,NA,NA,NA,NA,NA
"AB All Market Growth C",TRUE," C","C","C",NA,2016-06-29,6,2016,"Liquidated","Allocation","AllianceBernstein",2011-12-16,12,2011,2016-06-29,96992,"C","No",91855.352,NA,NA,NA,NA,1.8,1.8,NA,NA,NA,NA,NA,NA
"AB All Market Growth I",TRUE," I","I","Instl",NA,2016-06-29,6,2016,"Liquidated","Allocation","AllianceBernstein",2011-12-16,12,2011,2016-06-29,3656965,"Inst","No",-4004157.131,NA,NA,NA,NA,0.8,0.8,NA,NA,NA,NA,NA,NA
"AB All Market Growth K",TRUE," K","K","K",NA,2016-06-29,6,2016,"Liquidated","Allocation","AllianceBernstein",2011-12-16,12,2011,2016-06-29,8728,"Retirement","No",11.774,NA,NA,NA,NA,1.05,1.05,NA,NA,NA,NA,NA,NA
"AB All Market Growth R",TRUE," R","R","R",NA,2016-06-29,6,2016,"Liquidated","Allocation","AllianceBernstein",2011-12-16,12,2011,2016-06-29,8713,"Retirement","No",8.793,NA,NA,NA,NA,1.3,1.3,NA,NA,NA,NA,NA,NA
"AB All Market Growth Z",TRUE," Z","Z","Z",NA,2016-06-29,6,2016,"Liquidated","Allocation","AllianceBernstein",2014-11-04,11,2014,2016-06-29,8681,"Inst","No",10186193.903,NA,NA,NA,NA,0.8,0.8,NA,NA,NA,NA,NA,NA
"AB All Market Income A Load Waived",TRUE," A Load Waived","A","A","MRKAX.lw",2016-11-30,11,2016,"Liquidated","Allocation","AllianceBernstein",2014-12-18,12,2014,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA
"AB All Market Real Return A Load Waived",TRUE," A Load Waived","A","A","AMTAX.lw",2016-11-30,11,2016,"Liquidated","Allocation","AllianceBernstein",2010-03-08,3,2010,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA
"AB All Market Total Return A LW",TRUE," A LW","A","A","ABWAX.lw",2016-11-30,11,2016,"Liquidated","Allocation","AllianceBernstein",2003-09-02,9,2003,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.85,0.86,NA,NA,NA,NA,NA,NA
"AB All Market Total Return B",TRUE," B","B","B",NA,2019-11-07,11,2019,"Liquidated","Allocation","AllianceBernstein",2003-09-02,9,2003,2019-11-07,4355740,"B","No",-56654144.749,-28348177.737,-6334429.667,-2295590.77,NA,1.61,1.62,1.6,1.6,1.73,NA,NA,NA
"AB Asia ex-Japan Equity A",TRUE," A","A","A",NA,2018-04-19,4,2018,"Liquidated","International Equity","AllianceBernstein",2015-12-03,12,2015,2018-04-19,63862,"A","No",9855,9105.145,276196.21,NA,NA,NA,1.4,1.4,NA,NA,2015-12-03,2015-12-03,0
"AB Asia ex-Japan Equity A Load Waived",TRUE," A Load Waived","A","A","AXJAX.lw",2016-11-30,11,2016,"Liquidated","International Equity","AllianceBernstein",2015-12-03,12,2015,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-12-03,2015-12-03,0
"AB Asia ex-Japan Equity Advisor",TRUE," Advisor","Advisor","Advisor",NA,2018-04-19,4,2018,"Liquidated","International Equity","AllianceBernstein",2015-12-03,12,2015,2018-04-19,4747013,"Adv","No",4831021,25250.959,-1396313.52,NA,NA,NA,1.15,1.15,NA,NA,2015-12-03,2015-12-03,0
"AB Asia ex-Japan Equity C",TRUE," C","C","C",NA,2018-04-19,4,2018,"Liquidated","International Equity","AllianceBernstein",2015-12-03,12,2015,2018-04-19,10976,"C","No",163962,-2.25,48521.634,NA,NA,NA,2.15,2.15,NA,NA,2015-12-03,2015-12-03,0
"AB Bond Inflation Strategy A LW",TRUE," A LW","A","A","ABNAX.lw",2016-11-30,11,2016,"Liquidated","Taxable Bond","AllianceBernstein",2010-01-26,1,2010,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA
"AB Concentrated Growth A Load Waived",TRUE," A Load Waived","A","A","WPASX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","AllianceBernstein",2014-02-28,2,2014,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.24,1.24,NA,NA,NA,NA,NA,NA
"AB Concentrated International Growt A LW",TRUE," A LW","A","A","CIAGX.lw",2016-11-30,11,2016,"Liquidated","International Equity","AllianceBernstein",2015-04-15,4,2015,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.3,1.3,NA,NA,NA,2015-04-15,2015-04-15,0
"AB Conservative Wealth Strategy A LW",TRUE," A LW","A","A","ABPAX.lw",2016-11-30,11,2016,"Liquidated","Allocation","AllianceBernstein",2003-09-02,9,2003,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.92,0.94,NA,NA,NA,NA,NA,NA
"AB Conservative Wealth Strategy B",TRUE," B","B","B",NA,2019-11-07,11,2019,"Liquidated","Allocation","AllianceBernstein",2003-09-02,9,2003,2019-11-07,672664,"B","No",-17315772.532,-11991928.817,-1523823.756,-394496.855,NA,1.68,1.69,1.76,1.8,1.82,NA,NA,NA
"AB Core Opportunities A Load Waived",TRUE," A Load Waived","A","A","ADGAX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","AllianceBernstein",1999-12-22,12,1999,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA
"AB Core Opportunities B",TRUE," B","B","B",NA,2019-11-07,11,2019,"Liquidated","U.S. Equity","AllianceBernstein",1999-12-22,12,1999,2019-11-07,829461,"B","No",-1273354.599,-985772.787,-723995.198,-453899.932,NA,1.41,1.39,1.28,1.26,NA,NA,NA,NA
"AB Credit Long/Short A",TRUE," A","A","A",NA,2018-04-19,4,2018,"Liquidated","Alternative","AllianceBernstein",2014-05-07,5,2014,2018-04-19,22501,"A","No",38909.465,1081.633,-91397.664,NA,NA,1.35,1.34,6.93,NA,NA,NA,NA,NA
"AB Credit Long/Short A Load Waived",TRUE," A Load Waived","A","A","ALASX.lw",2016-11-30,11,2016,"Liquidated","Alternative","AllianceBernstein",2014-05-07,5,2014,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.35,NA,NA,NA,NA,NA,NA,NA
"AB Credit Long/Short Advisor",TRUE," Advisor","Advisor","Advisor",NA,2018-04-19,4,2018,"Liquidated","Alternative","AllianceBernstein",2014-05-07,5,2014,2018-04-19,19106203,"Adv","No",-245050.532,-621038.466,144855.33,NA,NA,1.1,1.09,6.77,NA,NA,NA,NA,NA
"AB Credit Long/Short C",TRUE," C","C","C",NA,2018-04-19,4,2018,"Liquidated","Alternative","AllianceBernstein",2014-05-07,5,2014,2018-04-19,43727,"C","No",35973.627,54639.642,107489.965,NA,NA,2.1,2.09,7.9,NA,NA,NA,NA,NA
"AB Discovery Growth A Load Waived",TRUE," A Load Waived","A","A","CHCLX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","AllianceBernstein",1938-07-07,7,1938,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.99,0.99,NA,NA,NA,NA,NA,NA
"AB Discovery Growth B",TRUE," B","B","B",NA,2019-11-07,11,2019,"Liquidated","U.S. Equity","AllianceBernstein",1991-03-04,3,1991,2019-11-07,667823,"B","No",-926917.873,-660326.754,-520547.038,-199742.098,NA,1.8,1.81,1.79,1.76,1.77,NA,NA,NA
"AB Discovery Value A Load Waived",TRUE," A Load Waived","A","A","ABASX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","AllianceBernstein",2001-03-29,3,2001,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA
"AB Discovery Value B",TRUE," B","B","B",NA,2019-11-07,11,2019,"Liquidated","U.S. Equity","AllianceBernstein",2001-03-29,3,2001,2019-11-07,1192505,"B","No",-5413743.092,-2708478.001,-1472665.777,-686429.995,NA,1.27,1.27,1.25,1.23,NA,NA,NA,NA
"AB Emerging Markets Core A",TRUE," A","A","A",NA,2019-08-13,8,2019,"Liquidated","International Equity","AllianceBernstein",2015-09-09,9,2015,2019-08-13,9651,"A","No",9999.85,13.164,-1532.844,-790.452,NA,NA,1.65,1.6,1.35,1.35,2015-09-09,2015-09-09,0
"AB Emerging Markets Core A Load Waived",TRUE," A Load Waived","A","A","EMPAX.lw",2016-11-30,11,2016,"Liquidated","International Equity","AllianceBernstein",2015-09-09,9,2015,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,NA,1.65,NA,NA,NA,2015-09-09,2015-09-09,0
"AB Emerging Markets Core Advisor",TRUE," Advisor","Advisor","Advisor",NA,2019-08-13,8,2019,"Liquidated","International Equity","AllianceBernstein",2015-09-09,9,2015,2019-08-13,4071333,"Adv","No",4985260.591,3427.92,-1666419.018,-341449.297,NA,NA,1.4,1.35,1.1,1.1,2015-09-09,2015-09-09,0
"AB Emerging Markets Core C",TRUE," C","C","C",NA,2019-08-13,8,2019,"Liquidated","International Equity","AllianceBernstein",2015-09-09,9,2015,2019-08-13,9526,"C","No",9997.968,5.28,-1429.628,-705.456,NA,NA,2.4,2.35,2.1,2.1,2015-09-09,2015-09-09,0
"AB Emerging Markets Growth A",TRUE," A","A","A",NA,2017-05-25,5,2017,"Liquidated","International Equity","AllianceBernstein",2014-11-13,11,2014,2017-05-25,10745,"A","No",-9.57,-1.158,NA,NA,NA,1.7,1.65,NA,NA,NA,NA,NA,NA
"AB Emerging Markets Growth A LW",TRUE," A LW","A","A",NA,2016-11-30,11,2016,"Liquidated","International Equity","AllianceBernstein",2014-11-13,11,2014,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.7,1.65,NA,NA,NA,NA,NA,NA
"AB Emerging Markets Growth C",TRUE," C","C","C",NA,2017-05-25,5,2017,"Liquidated","International Equity","AllianceBernstein",2014-11-13,11,2014,2017-05-25,10555,"C","No",-0.563,-4.043,NA,NA,NA,2.45,2.4,NA,NA,NA,NA,NA,NA
"AB Emerging Markets Multi-Asset A LW",TRUE," A LW","A","A","ABAEX.lw",2016-11-30,11,2016,"Liquidated","International Equity","AllianceBernstein",2011-08-31,8,2011,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.65,1.62,NA,NA,NA,NA,NA,NA
"AB Equity Income A Load Waived",TRUE," A Load Waived","A","A","AUIAX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","AllianceBernstein",1993-10-18,10,1993,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.03,NA,NA,NA,NA,NA,NA,NA
"AB Equity Income B",TRUE," B","B","B",NA,2019-11-07,11,2019,"Liquidated","U.S. Equity","AllianceBernstein",1993-10-18,10,1993,2019-11-07,849304,"B","No",-4044272.737,-1976620.272,-784269.449,-576711.382,NA,1.75,1.78,1.74,1.76,NA,NA,NA,NA
"AB FlexFee™ High Yield A",TRUE," A","A","A",NA,2018-02-23,2,2018,"Merged","Taxable Bond","AllianceBernstein",2016-07-26,7,2016,2018-02-23,3130884,"A","No",2483365.163,3086542.383,1478786.56,NA,NA,1.05,1.03,0.95,NA,NA,2016-07-26,2016-07-26,0
"AB FlexFee™ High Yield C",TRUE," C","C","C",NA,2018-02-23,2,2018,"Merged","Taxable Bond","AllianceBernstein",2016-07-26,7,2016,2018-02-23,973620,"C","No",72149.789,424295.002,596855.197,NA,NA,1.8,1.78,1.71,NA,NA,2016-07-26,2016-07-26,0
"AB FlexFee™ High Yield I",TRUE," I","I","Instl",NA,2018-02-23,2,2018,"Merged","Taxable Bond","AllianceBernstein",2016-07-26,7,2016,2018-02-23,17223367,"Inst","No",-834884.262,16481712.533,-541297.993,NA,NA,0.8,0.78,0.71,NA,NA,2016-07-26,2016-07-26,0
"AB FlexFee™ High Yield R",TRUE," R","R","R",NA,2018-02-23,2,2018,"Merged","Taxable Bond","AllianceBernstein",2016-07-26,7,2016,2018-02-23,40092,"Retirement","No",-417.398,30850.896,6072.87,NA,NA,1.3,1.28,1.21,NA,NA,2016-07-26,2016-07-26,0
"AB FlexFee™ High Yield Z",TRUE," Z","Z","Z",NA,2018-02-23,2,2018,"Merged","Taxable Bond","AllianceBernstein",2005-05-20,5,2005,2018-02-23,417198,"Inst","No",-315.927,62264255.224,-65978580.59,NA,NA,0.8,0.78,0.73,NA,NA,NA,NA,NA
"AB Global Bond A Load Waived",TRUE," A Load Waived","A","A","ANAGX.lw",2016-11-30,11,2016,"Liquidated","Taxable Bond","AllianceBernstein",1992-03-27,3,1992,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA
"AB Global Bond B",TRUE," B","B","B",NA,2019-11-07,11,2019,"Liquidated","Taxable Bond","AllianceBernstein",1992-03-27,3,1992,2019-11-07,312850,"B","No",-2954035.919,-1426768.989,-467380.688,-483236.287,NA,1.63,1.61,1.62,1.61,1.63,NA,NA,NA
"AB Global Core Equity A Load Waived",TRUE," A Load Waived","A","A","GCEAX.lw",2016-11-30,11,2016,"Liquidated","International Equity","AllianceBernstein",2014-11-12,11,2014,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.15,1.15,NA,NA,NA,NA,NA,NA
"AB Global Real Estate Investment A LW",TRUE," A LW","A","A","AREAX.lw",2016-11-30,11,2016,"Liquidated","Sector Equity","AllianceBernstein",1996-09-30,9,1996,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA
"AB Global Real Estate Investment B",TRUE," B","B","B",NA,2019-11-07,11,2019,"Liquidated","Sector Equity","AllianceBernstein",1996-09-30,9,1996,2019-11-07,312836,"B","No",-658444.423,-349610.258,-329951.758,-145484.173,NA,2.09,2.09,2.13,2.16,NA,NA,NA,NA
"AB Global Risk Allocation A Load Waived",TRUE," A Load Waived","A","A","CABNX.lw",2016-11-30,11,2016,"Liquidated","Allocation","AllianceBernstein",1932-06-08,6,1932,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.28,NA,NA,NA,NA,NA,NA,NA
"AB Global Risk Allocation B",TRUE," B","B","B",NA,2019-11-07,11,2019,"Liquidated","Allocation","AllianceBernstein",1991-02-04,2,1991,2019-11-07,1656944,"B","No",-5405016.54,-2289618.155,-1295445.973,-576500.5,NA,2.05,2.04,2.08,2.07,NA,NA,NA,NA
"AB Growth A Load Waived",TRUE," A Load Waived","A","A","AGRFX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","AllianceBernstein",1990-09-04,9,1990,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.29,1.28,NA,NA,NA,NA,NA,NA
"AB Growth B",TRUE," B","B","B",NA,2019-11-07,11,2019,"Liquidated","U.S. Equity","AllianceBernstein",1987-10-23,10,1987,2019-11-07,8455940,"B","No",-3724630.423,-3788246.406,-3270610.913,-2585348.763,NA,2.12,2.08,2,1.96,1.97,NA,NA,NA
